facility_id,facility_name,facility_type,district,latitude,longitude,gwl_value,rainfall_value,river_level_value,temperature_value,humidity_value,wind_speed_value,dist_to_river_km,rolling_rain_3d,river_anomaly,heat_stress,moisture_risk,storm_risk,storage_flag,crs,risk_level,last_updated,load_stress,water_availability,flood_safety,rainfall_stability,electricity_reliability
node/6966551463,Suprita Hospital,Hospital,RAIPUR,21.2564347,81.6388497,-6.336,0.5,277.637,20.5,76.37,40.0,18.657167974361865,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/6966792004,Evangelical Mission Hospital,Hospital,RAIPUR,21.5540159,81.7903335,-6.495,1.0,286.786,20.5,76.37,40.0,18.08791782006789,1.0,-2.375158372318481,0,0,0,1,0.3943011502265597,High,2026-03-14 02:31:42,22.082694318577897,-6.495,-286.786,-2.375158372318481,1.0
node/6966792010,Lifeworth Super Speciality Hospital,Hospital,RAIPUR,21.2456986,81.6175885,-6.336,0.5,277.637,20.5,76.37,40.0,16.859710436877236,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/6966904907,Shri Manulal Memorial Medical Centre,Hospital,RAIPUR,21.2363311,81.6213289,-6.336,0.5,277.637,20.5,76.37,40.0,15.960819118288116,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/6966904930,"Sahu Hospital, Raipur",Hospital,RAIPUR,21.2554704,81.6406797,-6.336,0.5,277.637,20.5,76.37,40.0,18.62301538699008,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/6966904976,Agrasen Hospital,Hospital,RAIPUR,21.2454224,81.6245992,-6.336,0.5,277.637,20.5,76.37,40.0,17.026556649304872,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/6968263373,Pt.J N M Medical College Hospital,Hospital,RAIPUR,21.251975,81.6391427,-6.336,0.5,277.637,20.5,76.37,40.0,18.203117842261094,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/6968280740,"Kanwar Hospital, Raipur",Hospital,RAIPUR,21.2532719,81.6651843,-6.336,0.5,277.637,20.5,76.37,40.0,19.452548134440175,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/6968280745,Raipur Hospital,Hospital,RAIPUR,21.2468461,81.6415286,-6.336,0.5,277.637,20.5,76.37,40.0,17.762780193182486,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/6968280774,"Sanjeewan Hospital, Raipur",Hospital,RAIPUR,21.2208074,81.6410136,-6.336,0.5,277.637,20.5,76.37,40.0,15.097189859494582,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/6968280856,Arihant Netralaya,Hospital,RAIPUR,21.2359599,81.6381209,-6.336,0.5,277.637,20.5,76.37,40.0,16.50899413718063,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7148125099,Govt. T.B. Hospital,Hospital,RAIPUR,21.2346921,81.6389363,-6.336,0.5,277.637,20.5,76.37,40.0,16.41187561678426,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7148125111,Government Hospital Farfoud,Hospital,RAIPUR,21.2743757,81.9506788,-1.2,1.5,258.041,20.5,76.37,40.0,14.405374638299355,1.0,-2.375158372318481,0,0,0,1,0.625,Medium,2026-03-14 02:31:42,41.0,-1.2,-258.041,-2.375158372318481,1.0
node/7148125120,Government Hospital Uparwara,Hospital,RAIPUR,21.117467,81.764341,-6.938,0.5,277.637,20.5,76.37,40.0,19.548846705245516,1.0,-2.375158372318481,0,0,0,1,0.4519539567843054,Medium,2026-03-14 02:31:42,26.81022445631304,-6.938,-277.637,-2.375158372318481,1.0
node/7148125143,"Government Hospital, Tilda",Hospital,RAIPUR,21.5498742,81.7969593,-6.495,1.0,286.786,20.5,76.37,40.0,17.4029465967407,1.0,-2.375158372318481,0,0,0,1,0.3943011502265597,High,2026-03-14 02:31:42,22.082694318577897,-6.495,-286.786,-2.375158372318481,1.0
node/7148125202,"Government hospital,Khokhopara",Hospital,RAIPUR,21.23239,81.6223248,-6.336,0.5,277.637,20.5,76.37,40.0,15.572628136820612,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7148125239,Government hospital arang,Hospital,RAIPUR,21.1940118,81.9703912,-6.938,1.5,258.041,20.5,76.37,40.0,6.23510568411987,1.0,-2.375158372318481,0,0,0,1,0.375,High,2026-03-14 02:31:42,20.5,-6.938,-258.041,-2.375158372318481,1.0
node/7148125255,District Hospital Raipur,Hospital,RAIPUR,21.2317387,81.6401796,-6.336,0.5,277.637,20.5,76.37,40.0,16.16212387267672,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7148125257,Goverment hospital Gobra Nawapara,Hospital,RAIPUR,20.9675515,81.8588705,-6.938,1.5,258.041,20.5,76.37,40.0,27.309489040031455,1.0,-2.375158372318481,0,0,0,1,0.375,High,2026-03-14 02:31:42,20.5,-6.938,-258.041,-2.375158372318481,1.0
node/7148125258,Shri Khudadad Dungaji Government Ayurved College Hospital,Hospital,RAIPUR,21.244933,81.605817,-6.336,0.5,277.637,20.5,76.37,40.0,16.513014400811798,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7148125308,Government Hospital,Hospital,RAIPUR,21.2300217,81.6598785,-6.336,0.5,277.637,20.5,76.37,40.0,16.928412847158455,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7148125312,Labhandhi Government Hospital,Hospital,RAIPUR,21.244877,81.703673,-6.336,0.5,277.637,20.5,76.37,40.0,20.88504057817959,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964595,Shri Balaji Hospital,Hospital,RAIPUR,21.2261487,81.6397097,-6.336,0.5,277.637,20.5,76.37,40.0,15.575665543054285,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964599,Jeevan Anmol Hospital,Hospital,RAIPUR,21.2250565,81.6531985,-6.336,0.5,277.637,20.5,76.37,40.0,16.10413720584849,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964602,Madhumeet Hospital,Hospital,RAIPUR,21.2401655,81.6698864,-6.336,0.5,277.637,20.5,76.37,40.0,18.429780124745776,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964603,Shri Krishna Hospital,Hospital,RAIPUR,21.223641,81.660207,-6.336,0.5,277.637,20.5,76.37,40.0,16.33933605291821,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964610,Raipura Hospital,Hospital,RAIPUR,21.2321504,81.6035435,-6.336,0.5,277.637,20.5,76.37,40.0,15.072513864061069,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964613,Awasthi Hospital,Hospital,RAIPUR,21.231624,81.6540067,-6.336,0.5,277.637,20.5,76.37,40.0,16.783812841394212,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964616,Om Superspeciality Hospital,Hospital,RAIPUR,21.2292542,81.5986728,-6.336,0.5,277.637,20.5,76.37,40.0,14.670018131320502,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964641,Kankali Hospital Parisar,Hospital,RAIPUR,21.23854,81.62784,-6.336,0.5,277.637,20.5,76.37,40.0,16.40077860247077,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964642,Anjali Children Hospital,Hospital,RAIPUR,21.22115,81.649675,-6.336,0.5,277.637,20.5,76.37,40.0,15.546723716666163,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964644,We Care Super Specialty Hospital,Hospital,RAIPUR,21.235399,81.668942,-6.336,0.5,277.637,20.5,76.37,40.0,17.927928827468712,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964648,District Police Hospital,Hospital,RAIPUR,21.2307216,81.6449518,-6.336,0.5,277.637,20.5,76.37,40.0,16.267158046755828,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964653,Dr Manoj Agrwal,Hospital,RAIPUR,21.2437894,81.6504829,-6.336,0.5,277.637,20.5,76.37,40.0,17.82544430287203,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964658,Avanti Hospital,Hospital,RAIPUR,21.2408235,81.6696319,-6.336,0.5,277.637,20.5,76.37,40.0,18.478435141233753,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964664,Anand Shree Hospital,Hospital,RAIPUR,21.233519,81.604322,-6.336,0.5,277.637,20.5,76.37,40.0,15.236982376994355,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964666,Life Line Hospital,Hospital,RAIPUR,21.2328853,81.605519,-6.336,0.5,277.637,20.5,76.37,40.0,15.191479268648443,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964673,Shri Jagannath Multispeciality Hospital,Hospital,RAIPUR,21.22998,81.600057,-6.336,0.5,277.637,20.5,76.37,40.0,14.772376939586392,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964676,Gayatri Hospital,Hospital,RAIPUR,21.239345,81.6038105,-6.336,0.5,277.637,20.5,76.37,40.0,15.864510372294516,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964679,Vijaya durga hospital,Hospital,RAIPUR,21.235824,81.63491,-6.336,0.5,277.637,20.5,76.37,40.0,16.369888335326085,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964681,Rajdhani Super Speciality Hospital,Hospital,RAIPUR,21.2190325,81.6483451,-6.336,0.5,277.637,20.5,76.37,40.0,15.273955777475466,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964683,Dr Nigam Hospital,Hospital,RAIPUR,21.2350371,81.6517301,-6.336,0.5,277.637,20.5,76.37,40.0,17.009554438841942,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7288964686,Shubham Hospital,Hospital,RAIPUR,21.23422,81.610285,-6.336,0.5,277.637,20.5,76.37,40.0,15.440156624737488,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7291844243,Virdi Hospital,Hospital,RAIPUR,21.2496368,81.628347,-6.336,0.5,277.637,20.5,76.37,40.0,17.58934473474204,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7291844245,DKS Super Speciality Hospital,Hospital,RAIPUR,21.2449632,81.6412379,-6.336,0.5,277.637,20.5,76.37,40.0,17.557586760191843,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7291844258,Mamta Hospital,Hospital,RAIPUR,21.246905,81.631597,-6.336,0.5,277.637,20.5,76.37,40.0,17.40689616140486,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7291844264,"Om Hospital , Burn Plastic & Cosmetic Surgery Center",Hospital,RAIPUR,21.2451108,81.6301308,-6.336,0.5,277.637,20.5,76.37,40.0,17.16895694861335,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7291844275,Shri Mahaveer Hospital,Hospital,RAIPUR,21.25007,81.6625026,-6.336,0.5,277.637,20.5,76.37,40.0,19.00777646040735,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7291844281,Lotus Hospital & Advance Urology Center,Hospital,RAIPUR,21.2468938,81.6485864,-6.336,0.5,277.637,20.5,76.37,40.0,18.056241059390942,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7291844299,Chand Rani Sardari Lal Speciality EYE And ENT Hospital,Hospital,RAIPUR,21.2463682,81.6546202,-6.336,0.5,277.637,20.5,76.37,40.0,18.2700373475947,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7291844302,Petals Newborn And Children Hospital,Hospital,RAIPUR,21.245081,81.6245086,-6.336,0.5,277.637,20.5,76.37,40.0,16.98750394482523,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7291844307,Shashwat Hospital,Hospital,RAIPUR,21.244077,81.630207,-6.336,0.5,277.637,20.5,76.37,40.0,17.062697240962354,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7291844314,Sagar Multi Speciality Hospital,Hospital,RAIPUR,21.249743,81.667901,-6.336,0.5,277.637,20.5,76.37,40.0,19.243681839917397,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7291844320,Sankalp Hospital,Hospital,RAIPUR,21.2467743,81.5723744,-6.336,0.5,277.637,20.5,76.37,40.0,16.450933412135527,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/12276858430,"Campion School, Raipur",School,RAIPUR,21.2878259,81.7170313,-6.938,1.0,286.786,20.5,76.37,40.0,19.52932311649437,1.0,-2.375158372318481,0,0,0,1,0.375,High,2026-03-14 02:31:42,20.5,-6.938,-286.786,-2.375158372318481,1.0
node/3774564938,bagri nursing home,Hospital,RAIPUR,21.2414376,81.6232005,-6.336,0.5,277.637,20.5,76.37,40.0,16.560469065872635,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4445117924,Krishna Public School,School,RAIPUR,21.1943876,81.6635818,-6.336,0.5,277.637,20.5,76.37,40.0,13.910108047274514,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4445119946,Shri Ganesh Vinayak Eye Hospital,Hospital,RAIPUR,21.2131689,81.6561777,-6.336,0.5,277.637,20.5,76.37,40.0,15.132357622608684,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4445120486,Holy Heartseducational academy,School,RAIPUR,21.2374171,81.6480843,-6.336,0.5,277.637,20.5,76.37,40.0,17.07883637708573,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4445126014,Mayoor school,School,RAIPUR,21.2349537,81.6495081,-6.336,0.5,277.637,20.5,76.37,40.0,16.897452270869884,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4445146001,Yashwant Hospital,Hospital,RAIPUR,21.2403202,81.6293508,-6.336,0.5,277.637,20.5,76.37,40.0,16.638813465284432,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4445158557,Bharat Mata higher secondary school,School,RAIPUR,21.2604534,81.5742895,-6.336,0.5,277.637,20.5,76.37,40.0,17.96726268708192,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4445165297,Dronacharya public school,School,RAIPUR,21.2188586,81.6522695,-6.336,0.5,277.637,20.5,76.37,40.0,15.45863560011049,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4445176350,The Radient Way School,School,RAIPUR,21.2451205,81.5880403,-6.336,0.5,277.637,20.5,76.37,40.0,16.300865977514754,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4445182024,Holy cross senior secondary school,School,RAIPUR,21.2617556,81.6602541,-6.336,0.5,277.637,20.5,76.37,40.0,20.06445824486639,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4445255005,Bharatiya vidya bhuvans R.K. sarda vidya mandir,School,RAIPUR,21.2885051,81.7017642,-6.336,1.0,286.786,20.5,76.37,40.0,20.693377028661455,1.0,-2.375158372318481,0,0,0,1,0.4012286510979435,Medium,2026-03-14 02:31:42,22.650749390031365,-6.336,-286.786,-2.375158372318481,1.0
node/4445258453,MGM school,School,RAIPUR,21.2515714,81.6704839,-6.336,0.5,277.637,20.5,76.37,40.0,19.552581326155902,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4445382462,Ryan International School,School,RAIPUR,21.2474275,81.6883917,-6.336,0.5,277.637,20.5,76.37,40.0,20.1578541733777,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4446574875,Grass Memorial Ground,School,RAIPUR,21.2385713,81.6450914,-6.336,0.5,277.637,20.5,76.37,40.0,17.063831969993387,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4711002386,Mittal Hospital,Hospital,RAIPUR,21.260362,81.6587146,-6.336,0.5,277.637,20.5,76.37,40.0,19.856042437310236,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/4994374903,primary government hospital Bangoli,Hospital,RAIPUR,21.4005479,81.8506453,-1.2,1.0,286.786,20.5,76.37,40.0,0.888862398223183,1.0,-2.375158372318481,0,0,0,1,0.625,Medium,2026-03-14 02:31:42,41.0,-1.2,-286.786,-2.375158372318481,1.0
node/6283904436,Dispensary,Hospital,RAIPUR,21.2514868,81.6023593,-6.336,0.5,277.637,20.5,76.37,40.0,17.171520226479043,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/7736593775,Shri Venkatesh School,School,RAIPUR,21.2783652,81.6748896,-6.336,0.5,277.637,20.5,76.37,40.0,22.391837202222504,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/8322190354,Daffodils English School,School,RAIPUR,21.2574871,81.6049235,-6.336,0.5,277.637,20.5,76.37,40.0,17.87233120444489,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/10939721749,A.S.M DENTAL CLINIC,Hospital,RAIPUR,21.2371135,81.5978925,-6.336,0.5,277.637,20.5,76.37,40.0,15.522605951625787,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
node/10939807399,Shreevedam Dental and Aryuvedic Clinic,Hospital,RAIPUR,21.2345837,81.5954368,-6.336,0.5,277.637,20.5,76.37,40.0,15.209930679303952,1.0,-2.375158372318481,0,0,0,1,0.4781826078822488,Medium,2026-03-14 02:31:42,28.9609738463444,-6.336,-277.637,-2.375158372318481,1.0
